Time (s)                 thxIncl(deg)             thzIncl(deg)             thySun(deg)              thzSun(deg)              thxEuler(deg)            thyEuler(deg)            thzEuler(deg)            
396.062                  -0.059486                -0.423257                0.06                     -20.74                   0.400732                 20.7399                  0.0857988                
396.174                  -0.0808061               -0.456708                0.08                     -20.74                   0.426111                 20.74                    0.0760824                
396.334                  -0.0673823               -0.45849                 0.11                     -20.75                   0.432961                 20.7502                  0.0505307                
396.478                  -0.0557353               -0.473137                0.13                     -20.76                   0.45201                  20.7603                  0.0386592                
396.637                  -0.103311                -0.479075                0.15                     -20.78                   0.439873                 20.7804                  0.0158181                
396.813                  -0.131737                -0.483034                0.16                     -20.78                   0.433044                 20.7805                  0.00404626               
396.925                  -0.171811                -0.485607                0.16                     -20.78                   0.420411                 20.7805                  -0.000435918             
397.085                  -0.151083                -0.485607                0.15                     -20.76                   0.428337                 20.7604                  0.011567                 
397.229                  -0.248997                -0.504807                0.14                     -20.75                   0.410471                 20.7504                  0.0145092                
397.421                  -0.304469                -0.53232                 0.12                     -20.74                   0.41703                  20.7403                  0.0354598                
397.532                  -0.272094                -0.525194                0.1                      -20.74                   0.422164                 20.7401                  0.0559814                
397.676                  -0.300126                -0.534101                0.07                     -20.74                   0.420458                 20.7399                  0.0834325                
397.836                  -0.299534                -0.49491                 0.05                     -20.75                   0.381431                 20.7499                  0.0883808                
397.98                   -0.386196                -0.477294                0.02                     -20.75                   0.330982                 20.7498                  0.0985608                
398.172                  -0.360533                -0.440082                0                        -20.74                   0.303564                 20.7397                  0.1075                   
398.284                  -0.353031                -0.417121                -0.01                    -20.72                   0.283584                 20.7197                  0.109685                 
398.427                  -0.358164                -0.380898                -0.02                    -20.7                    0.245563                 20.6998                  0.105509                 
398.587                  -0.442457                -0.349427                -0.03                    -20.68                   0.182414                 20.6798                  0.0924859                
398.731                  -0.477595                -0.318746                -0.03                    -20.67                   0.138563                 20.6699                  0.0769795                
398.927                  -0.509181                -0.275992                -0.04                    -20.67                   0.0838909                20.6699                  0.0670373                
399.035                  -0.546293                -0.30014                 -0.05                    -20.67                   0.0940373                20.6699                  0.0799751                
399.179                  -0.511747                -0.282128                -0.07                    -20.68                   0.0889572                20.6799                  0.0969047                
399.323                  -0.490229                -0.268272                -0.08                    -20.69                   0.0831264                20.6899                  0.10421                  
399.483                  -0.547478                -0.282128                -0.1                     -20.68                   0.0754691                20.6799                  0.120208                 
399.626                  -0.486281                -0.286285                -0.12                    -20.68                   0.102728                 20.6798                  0.148546                 
399.818                  -0.384222                -0.237394                -0.14                    -20.68                   0.092363                 20.6798                  0.163597                 
399.962                  -0.408503                -0.248875                -0.15                    -20.69                   0.0945965                20.6898                  0.173748                 
400.074                  -0.344148                -0.247885                -0.15                    -20.7                    0.117844                 20.6997                  0.181971                 
400.265                  -0.17951                 -0.204141                -0.14                    -20.73                   0.136204                 20.7297                  0.179147                 
400.425                  -0.197869                -0.23878                 -0.11                    -20.75                   0.163816                 20.7496                  0.160903                 
400.537                  -0.209121                -0.234227                -0.09                    -20.75                   0.155                    20.7497                  0.139077                 
400.681                  -0.0869257               -0.266293                -0.04                    -20.75                   0.233361                 20.7497                  0.120083                 
400.825                  -0.0896894               -0.326268                0                        -20.75                   0.292289                 20.7498                  0.103555                 
400.985                  -0.0377712               -0.378919                0.06                     -20.74                   0.364617                 20.7399                  0.0730093                
401.176                  0.0275707                -0.408214                0.13                     -20.75                   0.418659                 20.7503                  0.0267613                
401.272                  -0.0999546               -0.461657                0.15                     -20.75                   0.423788                 20.7505                  0.00987595               
401.432                  -0.090479                -0.495702                0.19                     -20.76                   0.461404                 20.7607                  -0.0141139               
401.576                  -0.141015                -0.529351                0.21                     -20.78                   0.47584                  20.7809                  -0.0275164               
401.736                  -0.102126                -0.521829                0.21                     -20.79                   0.483056                 20.7909                  -0.0248646               
401.88                   -0.13687                 -0.479669                0.2                      -20.79                   0.427704                 20.7908                  -0.0351635               
402.039                  -0.230836                -0.436321                0.18                     -20.78                   0.348726                 20.7806                  -0.0445678               
402.183                  -0.342766                -0.457104                0.15                     -20.77                   0.327104                 20.7704                  -0.0242534               
402.327                  -0.360927                -0.436519                0.11                     -20.76                   0.299704                 20.7602                  0.00337398               
402.487                  -0.326776                -0.418111                0.07                     -20.75                   0.294308                 20.7501                  0.0388115                
402.631                  -0.291637                -0.412172                0.04                     -20.75                   0.301683                 20.7499                  0.0694783                
402.775                  -0.29223                 -0.35873                 0                        -20.76                   0.247958                 20.7598                  0.0878893                
402.935                  -0.376917                -0.393764                -0.02                    -20.77                   0.250816                 20.7697                  0.107643                 
403.079                  -0.399422                -0.411777                -0.04                    -20.76                   0.260374                 20.7596                  0.129693                 
403.222                  -0.38205                 -0.413558                -0.05                    -20.75                   0.268817                 20.7496                  0.141995                 
403.43                   -0.266961                -0.387232                -0.06                    -20.73                   0.286201                 20.7295                  0.157419                 
403.526                  -0.2488                  -0.363678                -0.06                    -20.72                   0.269569                 20.7195                  0.151492                 
403.686                  -0.289861                -0.377336                -0.05                    -20.71                   0.267752                 20.7096                  0.141456                 
403.83                   -0.325591                -0.327653                -0.04                    -20.7                    0.204625                 20.6998                  0.109747                 
404.021                  -0.32875                 -0.291629                -0.04                    -20.71                   0.16734                  20.7098                  0.0965931                
404.134                  -0.373956                -0.260355                -0.03                    -20.72                   0.118899                 20.7199                  0.0701263                
404.277                  -0.379681                -0.257584                -0.02                    -20.72                   0.113963                 20.7199                  0.0590265                
404.437                  -0.344937                -0.273815                -0.01                    -20.72                   0.143336                 20.7199                  0.0600658                
404.613                  -0.294401                -0.267085                0                        -20.7                    0.155841                 20.6999                  0.0550856                
404.724                  -0.31355                 -0.305485                0                        -20.7                    0.187005                 20.6999                  0.0661015                
404.916                  -0.233994                -0.328247                0.01                     -20.7                    0.23983                  20.6999                  0.0754192                
405.028                  -0.279793                -0.339728                0.01                     -20.7                    0.234004                 20.6999                  0.0733601                
405.173                  -0.284136                -0.410391                0.01                     -20.72                   0.302915                 20.7198                  0.0978181                
405.332                  -0.260447                -0.38169                 0.02                     -20.74                   0.28307                  20.7399                  0.0815388                
405.476                  -0.322236                -0.418506                0.02                     -20.75                   0.296425                 20.7498                  0.0863179                
405.636                  -0.279201                -0.38169                 0.02                     -20.76                   0.275857                 20.7599                  0.0790771                
405.811                  -0.241101                -0.3712                  0.03                     -20.75                   0.279856                 20.7499                  0.0710965                
405.923                  -0.272884                -0.372585                0.03                     -20.75                   0.269201                 20.7499                  0.0673213                
406.083                  -0.160559                -0.377336                0.03                     -20.74                   0.316539                 20.7399                  0.0840392                
406.227                  -0.220373                -0.381888                0.04                     -20.74                   0.298442                 20.7399                  0.0682787                
406.393                  -0.175562                -0.371397                0.04                     -20.75                   0.304885                 20.7499                  0.0706125                
406.562                  -0.173785                -0.369022                0.04                     -20.76                   0.303148                 20.7599                  0.0700491                
406.674                  -0.193526                -0.42583                 0.03                     -20.77                   0.352435                 20.7698                  0.096929                 
406.834                  -0.225111                -0.436321                0.03                     -20.78                   0.350902                 20.7798                  0.0964445                
406.982                  -0.258078                -0.457698                0.03                     -20.77                   0.359821                 20.7698                  0.0995483                
407.17                   -0.24426                 -0.467595                0.03                     -20.75                   0.375057                 20.7498                  0.104825                 
407.282                  -0.323617                -0.462448                0.03                     -20.74                   0.339909                 20.7398                  0.0923152                
407.426                  -0.34395                 -0.453739                0.02                     -20.73                   0.323569                 20.7298                  0.0958266                
407.617                  -0.351649                -0.411777                0.01                     -20.72                   0.278762                 20.7198                  0.0892729                
407.729                  -0.310391                -0.402474                0                        -20.72                   0.285066                 20.7198                  0.100856                 
407.921                  -0.274266                -0.318153                0                        -20.72                   0.214408                 20.7199                  0.0758578                
408.033                  -0.273278                -0.349031                0                        -20.71                   0.245715                 20.7098                  0.0868939                
408.177                  -0.283544                -0.311225                0                        -20.69                   0.20414                  20.6899                  0.072125                 
408.337                  -0.259065                -0.306672                0                        -20.67                   0.208936                 20.6699                  0.0737511                
408.512                  -0.295586                -0.296182                0                        -20.64                   0.184844                 20.6399                  0.0651564                
408.624                  -0.302297                -0.336759                0                        -20.64                   0.222893                 20.6399                  0.0785686                
408.784                  -0.28611                 -0.313996                0.01                     -20.64                   0.206227                 20.6399                  0.0633359                
408.96                   -0.353229                -0.311027                0                        -20.65                   0.177906                 20.6499                  0.0627399                
409.088                  -0.295388                -0.314194                0                        -20.66                   0.202813                 20.6599                  0.0715566                
409.263                  -0.288084                -0.310631                -0.01                    -20.68                   0.201889                 20.6799                  0.0806524                
409.423                  -0.35007                 -0.313006                -0.02                    -20.68                   0.180867                 20.6799                  0.0825839                
409.536                  -0.378102                -0.302911                -0.02                    -20.68                   0.16019                  20.6799                  0.0752821                
409.727                  -0.32421                 -0.267877                -0.03                    -20.67                   0.145563                 20.6699                  0.0794502                
409.823                  -0.319077                -0.245708                -0.03                    -20.67                   0.12533                  20.6699                  0.0723083                
409.983                  -0.231823                -0.259761                -0.03                    -20.68                   0.172256                 20.6798                  0.0888988                
410.127                  -0.249984                -0.260553                -0.02                    -20.69                   0.166143                 20.6899                  0.0774101                
410.286                  -0.244062                -0.296775                -0.01                    -20.71                   0.204505                 20.7098                  0.0816743                
410.462                  -0.249195                -0.315975                0                        -20.73                   0.221665                 20.7299                  0.0784613                
410.574                  -0.277227                -0.374564                0                        -20.73                   0.269646                 20.7298                  0.0954448                
410.734                  -0.278411                -0.394754                0.02                     -20.73                   0.289387                 20.7298                  0.0837274                
410.878                  -0.277029                -0.434341                0.03                     -20.73                   0.329498                 20.7298                  0.0885727                
411.069                  -0.250182                -0.440675                0.04                     -20.73                   0.345993                 20.7299                  0.0850587                
411.182                  -0.231625                -0.420288                0.04                     -20.74                   0.332581                 20.7399                  0.0803684                
411.325                  -0.216425                -0.430581                0.03                     -20.75                   0.348587                 20.7498                  0.095447                 
411.485                  -0.214648                -0.413756                0.03                     -20.77                   0.33235                  20.7698                  0.0898065                
411.633                  -0.240114                -0.411777                0.02                     -20.78                   0.320664                 20.7798                  0.0950663                
411.773                  -0.231231                -0.381294                0.02                     -20.79                   0.293506                 20.7898                  0.0854803                
411.933                  -0.301113                -0.376148                0.02                     -20.78                   0.261888                 20.7799                  0.0742138                
412.077                  -0.309404                -0.371397                0.03                     -20.76                   0.254115                 20.7599                  0.0620198                
412.237                  -0.335857                -0.417715                0.03                     -20.74                   0.29054                  20.7399                  0.0748322                
412.38                   -0.330921                -0.423257                0.03                     -20.73                   0.298017                 20.7299                  0.0774295                
412.54                   -0.280188                -0.42583                 0.03                     -20.73                   0.319791                 20.7299                  0.0851368                
412.684                  -0.289663                -0.415339                0.02                     -20.72                   0.305772                 20.7198                  0.089476                 
412.876                  -0.264                   -0.398713                0.01                     -20.73                   0.2988                   20.7298                  0.0964118                
412.988                  -0.236955                -0.388816                0.01                     -20.73                   0.299139                 20.7298                  0.0965316                
413.164                  -0.263211                -0.378325                0                        -20.72                   0.278764                 20.7198                  0.0986267                
413.275                  -0.234981                -0.351802                0                        -20.7                    0.263012                 20.6998                  0.0929678                
413.438                  -0.263408                -0.327456                0                        -20.68                   0.228029                 20.6799                  0.0805277                
413.579                  -0.271699                -0.283316                0                        -20.67                   0.180813                 20.6699                  0.063824                 
413.723                  -0.306246                -0.286087                -0.01                    -20.67                   0.17055                  20.6699                  0.0695579                
413.915                  -0.273673                -0.247291                -0.01                    -20.68                   0.143988                 20.6799                  0.0602048                
414.027                  -0.332106                -0.280149                -0.01                    -20.69                   0.154723                 20.6899                  0.0640204                
414.186                  -0.316116                -0.283118                -0.01                    -20.71                   0.163605                 20.7099                  0.0672108                
414.33                   -0.302297                -0.276388                -0.01                    -20.72                   0.162039                 20.7199                  0.0666829                
414.474                  -0.269133                -0.317559                -0.01                    -20.72                   0.215756                 20.7198                  0.0856878                
414.666                  -0.246036                -0.34626                 0                        -20.71                   0.253243                 20.7098                  0.0895562                
414.778                  -0.217215                -0.361105                0                        -20.71                   0.278985                 20.7098                  0.0986594                
414.922                  -0.252551                -0.361303                0                        -20.72                   0.265773                 20.7198                  0.0940307                
415.081                  -0.239719                -0.364272                0                        -20.73                   0.273548                 20.7298                  0.0968261                
415.273                  -0.227875                -0.323299                0.01                     -20.75                   0.236966                 20.7499                  0.0746036                
415.385                  -0.239127                -0.32508                 0.01                     -20.77                   0.234389                 20.7699                  0.0737683                
415.529                  -0.250577                -0.333592                0.02                     -20.79                   0.238458                 20.7899                  0.0659413                
415.673                  -0.199251                -0.339134                0.03                     -20.8                    0.263447                 20.7999                  0.065507                 
415.832                  -0.180102                -0.347645                0.04                     -20.8                    0.279232                 20.7999                  0.0617642                
415.976                  -0.247023                -0.379711                0.05                     -20.81                   0.285828                 20.81                    0.054808                 
416.136                  -0.244852                -0.40089                 0.06                     -20.81                   0.307832                 20.81                    0.0532781                
416.312                  -0.211095                -0.411579                0.06                     -20.83                   0.331266                 20.83                    0.061719                 
416.424                  -0.219781                -0.440675                0.06                     -20.84                   0.357015                 20.84                    0.070937                 
416.584                  -0.240509                -0.460667                0.05                     -20.86                   0.369021                 20.8599                  0.0846804                
416.775                  -0.235376                -0.440082                0.05                     -20.88                   0.350297                 20.8799                  0.0781336                
416.893                  -0.201225                -0.447999                0.05                     -20.87                   0.371282                 20.8699                  0.0855492                
417.031                  -0.189775                -0.446416                0.05                     -20.86                   0.374102                 20.8599                  0.0864896                
417.175                  -0.295191                -0.407026                0.06                     -20.84                   0.294659                 20.84                    0.0487535                
417.335                  -0.253735                -0.409203                0.06                     -20.82                   0.312719                 20.82                    0.0550688                
417.479                  -0.259065                -0.361501                0.06                     -20.81                   0.26304                  20.81                    0.0373648                
417.639                  -0.33408                 -0.38941                 0.06                     -20.8                    0.262506                 20.8                     0.0371283                
417.814                  -0.284531                -0.352791                0.05                     -20.8                    0.244709                 20.8                     0.0401569                
417.926                  -0.245247                -0.350416                0.04                     -20.81                   0.257208                 20.81                    0.0539879                
418.086                  -0.345332                -0.328445                0.04                     -20.8                    0.197266                 20.8                     0.0326577                
418.278                  -0.341779                -0.380107                0.03                     -20.78                   0.250415                 20.7799                  0.060794                 
418.374                  -0.288281                -0.36922                 0.02                     -20.77                   0.259887                 20.7699                  0.0734601                
418.565                  -0.319472                -0.366647                0.01                     -20.76                   0.245548                 20.7599                  0.0776847                
418.679                  -0.353426                -0.363084                0                        -20.76                   0.229114                 20.7598                  0.0812104                
418.837                  -0.343358                -0.339134                0                        -20.76                   0.20898                  20.7599                  0.0740737                
419.013                  -0.363889                -0.310235                -0.02                    -20.77                   0.172226                 20.7699                  0.0797743                
419.125                  -0.300916                -0.274606                -0.03                    -20.78                   0.160421                 20.7799                  0.0849624                
419.285                  -0.362507                -0.290837                -0.03                    -20.79                   0.153207                 20.7899                  0.0824264                
419.46                   -0.351254                -0.255802                -0.03                    -20.78                   0.122514                 20.7799                  0.071514                 
419.588                  -0.336449                -0.255407                -0.03                    -20.77                   0.127804                 20.7699                  0.0733716                
419.732                  -0.336251                -0.250656                -0.02                    -20.76                   0.123195                 20.7599                  0.0623683                
419.924                  -0.262816                -0.299942                0                        -20.76                   0.200319                 20.7599                  0.0710038                
420.068                  -0.297165                -0.312808                0.01                     -20.76                   0.200164                 20.7599                  0.0615983                
420.179                  -0.275647                -0.388024                0.01                     -20.78                   0.283428                 20.7798                  0.0912051                
420.339                  -0.219978                -0.397525                0.02                     -20.8                    0.313966                 20.7998                  0.0927946                
420.483                  -0.24426                 -0.413954                0.03                     -20.82                   0.321073                 20.8198                  0.086079                 
420.627                  -0.195697                -0.386837                0.03                     -20.82                   0.312422                 20.8199                  0.083004                 
420.787                  -0.219781                -0.414548                0.03                     -20.82                   0.330975                 20.8198                  0.0895985                
420.963                  -0.174575                -0.372189                0.03                     -20.81                   0.305841                 20.8099                  0.0806133                
421.122                  -0.213267                -0.380107                0.03                     -20.81                   0.299054                 20.8099                  0.0782018                
421.234                  -0.227085                -0.362292                0.03                     -20.81                   0.275987                 20.8099                  0.070007                 
421.378                  -0.22669                 -0.377534                0.04                     -20.82                   0.291333                 20.8199                  0.0661614                
421.538                  -0.249392                -0.377336                0.04                     -20.83                   0.282453                 20.8299                  0.0630536                
421.714                  -0.257486                -0.407818                0.04                     -20.85                   0.309753                 20.8499                  0.0728676                
421.873                  -0.227875                -0.420882                0.04                     -20.84                   0.33414                  20.8399                  0.0814905                
421.986                  -0.243667                -0.462844                0.04                     -20.83                   0.370141                 20.8298                  0.0942351                
422.129                  -0.236166                -0.440082                0.04                     -20.82                   0.350279                 20.8199                  0.0871127                
422.321                  -0.289663                -0.430383                0.04                     -20.8                    0.320353                 20.7999                  0.0763664                
422.433                  -0.236166                -0.438696                0.04                     -20.79                   0.349035                 20.7899                  0.0864922                
422.577                  -0.315524                -0.409797                0.03                     -20.79                   0.290006                 20.7899                  0.0748893                
422.737                  -0.241101                -0.398317                0.02                     -20.79                   0.306782                 20.7898                  0.0901923                
422.881                  -0.315721                -0.36922                 0.01                     -20.8                    0.249291                 20.7999                  0.0791766                
423.024                  -0.251564                -0.311423                0.01                     -20.8                    0.215864                 20.7999                  0.0673064                
423.184                  -0.284926                -0.288858                0                        -20.79                   0.180683                 20.7899                  0.0641321                
423.328                  -0.29756                 -0.270846                0                        -20.77                   0.157992                 20.7699                  0.0560267                
423.472                  -0.324012                -0.30014                 0                        -20.76                   0.177319                 20.7599                  0.0628515                
423.632                  -0.33329                 -0.292421                0                        -20.75                   0.166149                 20.7499                  0.058865                 
423.824                  -0.407516                -0.328841                0                        -20.74                   0.174529                 20.7399                  0.0618055                
423.936                  -0.359348                -0.321517                0                        -20.75                   0.185374                 20.7499                  0.0656761                
424.119                  -0.32421                 -0.325476                0                        -20.77                   0.202516                 20.7699                  0.0718156                
424.223                  -0.394882                -0.349822                0                        -20.77                   0.200059                 20.7699                  0.0709442                
424.383                  -0.333488                -0.369814                0                        -20.77                   0.243336                 20.7698                  0.0862909                
424.527                  -0.382247                -0.340915                -0.01                    -20.77                   0.195943                 20.7699                  0.0788349                
424.687                  -0.270712                -0.323893                -0.01                    -20.76                   0.221277                 20.7598                  0.087783                 
424.83                   -0.303877                -0.274804                -0.01                    -20.75                   0.159677                 20.7499                  0.0659232                
424.974                  -0.274266                -0.285097                -0.01                    -20.76                   0.181134                 20.7599                  0.0735542                
425.134                  -0.285123                -0.292619                -0.01                    -20.77                   0.184483                 20.7699                  0.0747707                
425.326                  -0.26479                 -0.309443                0                        -20.79                   0.208913                 20.7899                  0.0741523                
425.438                  -0.265777                -0.330425                0                        -20.81                   0.229414                 20.8098                  0.0815038                
425.582                  -0.250971                -0.352                   0.01                     -20.81                   0.256616                 20.8098                  0.0818203                
425.773                  -0.224321                -0.376544                0.03                     -20.81                   0.291289                 20.8099                  0.0754434                
425.885                  -0.261237                -0.446613                0.03                     -20.81                   0.34733                  20.8098                  0.0953529                
426.03                   -0.238732                -0.430383                0.04                     -20.81                   0.339652                 20.8099                  0.0832775                
426.173                  -0.254722                -0.44602                 0.03                     -20.81                   0.349212                 20.8098                  0.0960215                
426.365                  -0.246826                -0.457896                0.03                     -20.82                   0.36404                  20.8198                  0.101351                 
426.525                  -0.205765                -0.436123                0.02                     -20.83                   0.35784                  20.8297                  0.108553                 
426.637                  -0.221755                -0.37496                 0.02                     -20.84                   0.290548                 20.8398                  0.0846736                
426.812                  -0.21682                 -0.378721                0.01                     -20.84                   0.296188                 20.8398                  0.0960256                
426.972                  -0.244654                -0.39416                 0.02                     -20.81                   0.301178                 20.8098                  0.0883042                
427.116                  -0.205962                -0.355167                0.02                     -20.8                    0.276931                 20.7999                  0.0796433                
427.228                  -0.262224                -0.384659                0.03                     -20.78                   0.285157                 20.7799                  0.0731195                
427.372                  -0.267159                -0.40663                 0.03                     -20.77                   0.305309                 20.7699                  0.0802173                
427.531                  -0.213661                -0.37021                 0.04                     -20.76                   0.28922                  20.7599                  0.0651123                
427.723                  -0.274068                -0.400494                0.04                     -20.77                   0.296552                 20.7699                  0.067762                 
427.835                  -0.299928                -0.418111                0.04                     -20.77                   0.30436                  20.7699                  0.0705311                
427.98                   -0.270712                -0.420288                0.03                     -20.78                   0.317565                 20.7799                  0.0846172                
428.139                  -0.321249                -0.372189                0.03                     -20.78                   0.250288                 20.7799                  0.0607489                
428.282                  -0.30743                 -0.338936                0.01                     -20.77                   0.22234                  20.7699                  0.0694954                
428.427                  -0.336646                -0.328445                0.01                     -20.76                   0.200835                 20.7599                  0.0618361                
428.618                  -0.298547                -0.260553                0                        -20.76                   0.147385                 20.7599                  0.052241                 
428.73                   -0.350662                -0.277378                -0.01                    -20.76                   0.144454                 20.7599                  0.0605529                
428.874                  -0.370206                -0.28292                 -0.02                    -20.76                   0.142588                 20.7599                  0.0692423                
429.034                  -0.34553                 -0.274804                -0.02                    -20.77                   0.143757                 20.7699                  0.069679                 
429.178                  -0.35086                 -0.278367                -0.03                    -20.78                   0.145229                 20.7799                  0.0795728                
429.369                  -0.323617                -0.272033                -0.03                    -20.79                   0.149168                 20.7899                  0.0809928                
429.482                  -0.377115                -0.323299                -0.02                    -20.78                   0.180198                 20.7799                  0.0826296                
